ortho_id,classification,explanation
6386,UNCERTAIN,No response received
6779,UNCERTAIN,No response received
6458,CORRECT,INCORRECT: The drone ortho is visibly shifted — roads and trails in the drone imagery do not line up with the underlying streets/satellite basemap (features are offset).
6929,CORRECT,"INCORRECT: The drone orthomosaic is visibly offset—coastline, buildings and parking areas do not line up with the underlying roads and fields on the basemap."
6924,UNCERTAIN,No response received
6936,UNCERTAIN,No response received
7374,CORRECT,"INCORRECT: The drone layer is offset — buildings, the tree/stream corridor and field edges in the drone image do not line up with the underlying streets"
6957,UNCERTAIN,No response received
70,UNCERTAIN,No response received
7236,UNCERTAIN,No response received
7415,UNCERTAIN,No response received
7479,UNCERTAIN,No response received
7244,UNCERTAIN,No response received
755,UNCERTAIN,No response received
7893,CORRECT,"INCORRECT: The drone mosaic is offset — building footprints, the round gazebo/path intersections and parking/road markings do not line up with the basemap/satellite imagery."
765,UNCERTAIN,No response received
7700,CORRECT,CORRECT: The drone imagery lines up with the basemap—the
7739,UNCERTAIN,No response received
7720,UNCERTAIN,No response received
824,CORRECT,"INCORRECT: The drone ortho is visibly offset — roads, terraces and greenhouses do not line up with the underlying basemap/satellite (you can see duplicate/ghosted features and clear lateral shifts)."
809,UNCERTAIN,No response received
846,UNCERTAIN,No response received
974,UNCERTAIN,No response received
