ortho_id,classification,explanation
1638,CORRECT,"INCORRECT: The drone imagery (visible as a rectangular overlay in images 1 and 3) shows field patterns and boundaries (e.g., horizontal lines and yellow/grey fields to the right of the farm) that do not align with the underlying satellite basemap, which displays a large field with vertical crop rows in the same location."
2496,CORRECT,"INCORRECT: The drone imagery (the diagonal strip) shows bright green vegetation and a faint path that do not align with the underlying dark forest canopy in the satellite imagery or the empty white space and nearby road (RN7) in the street map, indicating a spatial shift."
2126,CORRECT,"INCORRECT: The drone imagery (showing a dense green forest) does not align with the features in the satellite basemap (showing a brown, dead forest), indicating a mismatch in location or data."
3640,CORRECT,"CORRECT: The drone imagery features, such as building footprints, forest edges, and field boundaries, align perfectly with both the underlying street map and the satellite imagery."
2479,CORRECT,"CORRECT: The drone imagery strip aligns perfectly with the underlying satellite imagery features visible on the sides, and the basemap layers remain consistent across the different views."
1541,CORRECT,"CORRECT: The drone imagery aligns with the underlying basemaps, as evidenced by the consistent position of the forested area relative to the visible road (""Ngahue Bay Scenic Reserve"") in the top right corner across the streets and satellite views."
282,CORRECT,"CORRECT: The drone imagery aligns perfectly with the vector boundaries of the forest cover polygon in the streets basemap, indicating correct georeferencing."
3729,CORRECT,"CORRECT: The features in the drone imagery (such as the forest boundaries, field patterns, and building clusters) align perfectly with the corresponding features in both the street and satellite basemaps, indicating accurate georeferencing."
233,CORRECT,"CORRECT: The drone imagery (dark rectangular overlay) aligns with the underlying satellite imagery features, such as the rocky terrain and tree clusters at the boundaries, indicating correct georeferencing despite apparent seasonal differences (presence of snow in satellite vs. absence in drone)."
3757,CORRECT,"INCORRECT: The drone imagery is significantly shifted to the right (east) relative to the basemaps, as evidenced by the river in the drone imagery not aligning with the river shown in both the street map and the satellite imagery."
3118,CORRECT,"INCORRECT: The drone imagery is misaligned with the basemap, as evidenced by the bridge and landmasses in the drone image not matching the position of the corresponding features in the underlying streets and satellite layers."
368,CORRECT,"CORRECT: The winding roads, paved areas, and terrain features in the drone imagery align precisely with the corresponding lines and polygons on the streets basemap and the underlying satellite imagery."
3214,CORRECT,"CORRECT: The drone imagery aligns with the underlying basemaps, as the forest edges and nearby roads (such as the highway on the right and the paths on the left) match the features in both the street and satellite basemaps."
3851,CORRECT,"INCORRECT: The drone imagery is shifted to the right relative to both the street map and the satellite imagery, as evidenced by the misalignment of features like the road ""Sendero Rio Bermejo"" and the house with the pool visible in the satellite layer."
3797,CORRECT,"INCORRECT: The road visible in the drone imagery (curved with a junction) does not align with the straight road shown in the satellite basemap or the dashed lines in the streets basemap, indicating a positional shift."
4784,CORRECT,"CORRECT: The drone imagery aligns perfectly with the underlying basemaps, as evidenced by the matching road positions (Summer Hill Road), the house with the pool, and the tree line boundaries in both the street and satellite overlays."
3947,CORRECT,"INCORRECT: The road visible in the drone imagery does not align with the corresponding road (""Hume Road"") on the underlying streets basemap, indicating a georeferencing shift."
3765,CORRECT,"CORRECT: The drone imagery (dark forest rectangle) aligns with the forest cover shown in both the streets and satellite basemaps, with no visible shifts or mismatches in features at the boundaries."
4530,CORRECT,"INCORRECT: The drone imagery appears shifted relative to the satellite basemap, as features visible in the background satellite imagery (such as the lighter patches near the top edge) do not align with the corresponding edges or features of the drone polygon."
5088,CORRECT,"CORRECT: The drone imagery aligns perfectly with the shoreline of the Burnett River shown on the streets basemap, indicating accurate georeferencing."
5091,CORRECT,"INCORRECT: The drone imagery is significantly shifted relative to the streets basemap, as the river features in the drone mosaic do not align with the ""Burnett River"" polygon shown on the underlying map."
3922,CORRECT,"INCORRECT: The drone imagery is shifted to the right relative to the basemap features, as it covers areas that should be clearings (visible as light green patches in the streets map) and gliders (visible in the satellite imagery) but instead displays dense forest."
5092,CORRECT,CORRECT: The river bank and land features in the drone imagery align accurately with the river boundary shown in the streets basemap and the underlying satellite imagery.
5243,CORRECT,CORRECT: The buildings and road features in the drone imagery align perfectly with the corresponding building footprints and road labels on the streets basemap.
4652,CORRECT,"CORRECT: The drone imagery aligns perfectly with both the streets basemap (road and river features match) and the satellite imagery (road, clearing, and stream features match)."
5174,CORRECT,"INCORRECT: The drone imagery is significantly shifted relative to the underlying basemaps, as seen by the misalignment of the 3D structures and roads with the features in the satellite and street layers."
5303,CORRECT,CORRECT: The high-resolution drone imagery of the excavation site aligns correctly with the corresponding brownish terrain features visible in the low-resolution satellite basemap.
5572,CORRECT,"CORRECT: The drone imagery aligns perfectly with the underlying satellite imagery, as evidenced by the continuous tree canopy texture across the polygon boundaries in the third image, and its position relative to the road features matches the street basemap."
5227,CORRECT,"CORRECT: The drone imagery aligns perfectly with the road and surrounding tree lines visible in the satellite basemap, indicating correct georeferencing despite the land cover difference (construction site vs. forest) suggesting a time difference between the datasets."
4829,CORRECT,"CORRECT: The drone imagery aligns with the roads, building footprints, and ""Area of Interest"" boundary on the streets basemap, and matches the features (ponds, paths) in the satellite imagery."
5496,CORRECT,CORRECT: The drone imagery aligns seamlessly with the surrounding satellite imagery features (tree canopy patterns and clearings) and is positioned correctly relative to the streets basemap features (road location).
559,CORRECT,"INCORRECT: The drone imagery is misaligned with the underlying basemaps; specifically, in the satellite overlay (image 3), the field with tree shadows visible on the right edge of the drone patch does not align with the forest shown in the satellite imagery at that location (the actual field is further to the right)."
5739,CORRECT,CORRECT: The drone imagery aligns perfectly with the coastline and land features visible in both the streets basemap and the satellite imagery.
5782,CORRECT,"CORRECT: The features in the drone imagery, such as the dirt tracks and tree lines, align perfectly with the corresponding features in the underlying satellite imagery."
621,CORRECT,"CORRECT: The road visible at the top of the drone imagery aligns perfectly with the ""Klusenwaldweg"" road line on the streets basemap and the corresponding road feature in the satellite imagery."
608,CORRECT,CORRECT: The roads and forest features visible in the drone imagery align perfectly with the corresponding roads and terrain in both the streets basemap and the satellite imagery.
6244,CORRECT,"CORRECT: The linear features such as the river, railway, and roads in the drone imagery align perfectly with the corresponding features in both the street map and satellite basemaps."
5778,CORRECT,"INCORRECT: The road and features in the drone imagery are shifted relative to the underlying basemaps, as the road in the drone image does not align with the dashed line in the streets map or the road visible in the satellite imagery."
6312,CORRECT,"CORRECT: The roads, river, and forest paths visible in the drone imagery align perfectly with the corresponding features on both the street and satellite basemaps."
6322,CORRECT,"INCORRECT: The drone imagery shows a clear-cut area, but when overlaid on the satellite basemap (Image 3), it is positioned over dense forest, indicating a significant spatial shift or misregistration."
6367,CORRECT,"INCORRECT: The drone imagery (showing the forest) is shifted to the left, appearing directly adjacent to the runway on the street map, whereas the satellite imagery shows a grass field separating the runway from the forest."
6386,CORRECT,"INCORRECT: The drone imagery clearly shows a forest and dirt roads (land features), but the underlying streets basemap is a solid light blue color (typically indicating water or a lack of data), suggesting the imagery is georeferenced to the wrong location."
6019,CORRECT,"INCORRECT: The drone imagery is displayed at a local scale showing detailed fields, while the underlying satellite basemap shows the entire Philippines at a regional scale, indicating a significant scale and alignment mismatch."
6400,CORRECT,"CORRECT: The roads, rivers, and canals visible in the drone imagery align perfectly with the corresponding features on both the streets and satellite basemaps."
6384,UNCERTAIN,"UNCERTAIN: The basemaps (streets and satellite) appear to be generic placeholders or lack visible geographic features, making it impossible to verify if the drone imagery aligns with them."
6779,CORRECT,"INCORRECT: The drone imagery depicts a playground and park features, while the underlying satellite basemap shows a large agricultural field with no corresponding features, indicating a significant misalignment."
6924,CORRECT,"INCORRECT: The drone imagery depicts a rocky, water-filled landscape that completely mismatches the forest and field features visible in the underlying satellite and street basemaps, indicating a significant georeferencing error."
6936,CORRECT,"INCORRECT: The drone imagery displaying dense forest and buildings is significantly shifted, as it is overlaid on top of satellite imagery showing open agricultural fields at the same coordinates."
6929,CORRECT,"INCORRECT: The drone imagery depicts a coastal scene with a beach and rocky cliffs, which completely mismatches the underlying basemap showing flat agricultural fields and a road."
6731,CORRECT,"CORRECT: The drone imagery aligns perfectly with both the street basemap (matching road locations like East Columbus Drive and North 40th Street) and the satellite imagery (matching features like the red car on the top road, the two white warehouse buildings, and surrounding trees)."
70,CORRECT,"CORRECT: The road visible in the bottom-left corner of the drone imagery aligns perfectly with the ""Havenweg"" road on the underlying streets basemap, indicating precise georeferencing."
5839,CORRECT,CORRECT: The drone imagery polygon aligns perfectly with the surrounding satellite features (roads and forest texture) and matches the location of the forested area on the street basemap.
7236,CORRECT,"INCORRECT: The features visible in the drone imagery (such as the reddish field at the top and the winding dirt paths) do not match the underlying satellite imagery, which shows a uniform forest canopy without those specific features."
6458,CORRECT,"CORRECT: The features in the drone imagery, such as the snowy paths and the pond near the top, align with the corresponding features (dashed trails, dark water body) in both the streets basemap and the satellite imagery, indicating proper georeferencing."
7374,CORRECT,"INCORRECT: The drone imagery is clearly shifted to the left relative to the satellite basemap, as the tree line and fields in the drone image do not align with the river and fields visible in the underlying satellite imagery."
7244,CORRECT,"INCORRECT: The road visible in the drone imagery (with vehicles) does not align with the corresponding road features in either the streets basemap or the underlying satellite imagery, indicating a positional shift."
7479,CORRECT,"CORRECT: The drone imagery aligns perfectly with the underlying streets and satellite basemaps, as evidenced by the matching coastline, road networks, and the rectangular field (cricket field) visible in all layers."
7415,CORRECT,"CORRECT: The roads, buildings, and water body visible in the drone imagery align perfectly with the corresponding features in both the streets and satellite basemaps."
6957,CORRECT,"CORRECT: The drone imagery aligns perfectly with the roads, river, and field boundaries visible in both the streets and satellite basemaps, indicating correct georeferencing (the discrepancy with the satellite imagery is likely due to the satellite data being outdated relative to the new housing development shown in the drone imagery)."
765,CORRECT,"CORRECT: The features within the circular drone imagery, such as the tree patterns and clearings, align seamlessly with the surrounding satellite imagery and the road features on the streets basemap."
7720,CORRECT,"INCORRECT: The features in the drone imagery (such as the large blue-roofed buildings and specific pond layouts) do not align with the corresponding features in the underlying satellite and streets basemaps, indicating a significant shift or misregistration."
7739,CORRECT,"CORRECT: The features in the drone imagery (roads, buildings, terrain) align perfectly with the underlying streets basemap and satellite imagery, indicating accurate georeferencing."
411,CORRECT,"CORRECT: The drone imagery aligns perfectly with both the street map and satellite basemaps, with roads, building footprints, and terrain features matching seamlessly across the image boundaries."
755,CORRECT,"INCORRECT: The drone imagery, which appears to be the dense forest canopy visible in the satellite views (images 3 and 4), does not align with the streets basemap in image 1; instead of covering the area with the forest texture, the basemap features like roads remain fully visible and the drone imagery appears only as small, disconnected patches, indicating a significant misalignment."
974,CORRECT,CORRECT: The buildings (white rooftops in drone imagery vs. grey squares in streets basemap) and roads align perfectly between the drone imagery and the underlying basemap layers.
809,CORRECT,"CORRECT: The drone imagery aligns perfectly with both the satellite imagery (features like roads and terrain match seamlessly in image 3 vs 4) and the streets basemap (polygon edges and map markers like ""1189 m"" and ""Ribera de la Morena"" align in image 1 vs 2)."
